"08/08/19, 14:51",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_1roll_z_0_4pitch_y_0_4,"[True, True, True, True, True]","[1.83,2.26,1.44,1.26, 2.26]",True,1.81,1
"08/08/19, 14:51",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_1pitch_y_0_4,"[True, True, True, True, True]","[1.84,2.46,1.66,1.45, 1.85]",True,1.852,1
"08/08/19, 14:51",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_4pitch_y_0_1,"[True, True, True, True, True]","[1.85,2.27,1.65,1.45, 1.66]",True,1.776,1
"08/08/19, 14:51",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_4pitch_y_0_4,"[True, True, True, True, True]","[1.85,2.06,1.45,1.26, 2.26]",True,1.776,1
"08/08/19, 14:51",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_1pitch_y_0_4,"[True, True, True, True, True]","[1.85,2.06,1.43,1.24, 2.26]",True,1.768,1
"08/08/19, 14:52",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_4pitch_y_0_1,"[True, True, True, False, True]","[1.85,1.45,2.24,2.04, 1.84]",True,1.884,1
"08/08/19, 14:52",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_4pitch_y_0_4,"[True, True, True, True, True]","[1.83,2.24,1.46,1.25, 2.66]",True,1.888,1
"08/08/19, 14:52",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_1pitch_y_0_1,"[True, True, True, True, True]","[1.85,2.46,2.25,1.23, 2.04]",True,1.966,1
"08/08/19, 14:52",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_1pitch_y_0_4,"[True, True, True, True, True]","[1.84,2.06,1.45,1.25, 2.26]",True,1.772,1
"08/08/19, 14:52",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_4pitch_y_0_1,"[True, True, True, True, False]","[1.83,2.05,1.62,1.25, 2.86]",True,1.922,1
"08/08/19, 14:53",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_4pitch_y_0_4,"[True, True, True, True, True]","[1.86,2.05,2.06,1.25, 2.66]",True,1.976,1
"08/08/19, 14:53",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_1pitch_y_0_4,"[True, True, True, True, True]","[1.84,2.85,2.66,1.26, 2.64]",True,2.25,1
"08/08/19, 14:53",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_4pitch_y_0_1,"[True, True, True, True, True]","[1.84,2.24,1.45,1.44, 2.04]",True,1.802,1
"08/08/19, 14:53",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_4pitch_y_0_4,"[True, True, False, False, False]","[1.84,2.03,2.24,0.25, 0.02]",False,1.276,0
"08/08/19, 14:53",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_1pitch_y_0_1,"[True, True, True, True, True]","[1.84,2.26,1.66,1.45, 1.65]",True,1.772,1
"08/08/19, 14:54",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_1pitch_y_0_4,"[True, True, True, True, True]","[1.85,2.45,1.65,1.43, 1.63]",True,1.802,1
"08/08/19, 14:54",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_4pitch_y_0_1,"[True, True, True, True, True]","[1.85,2.06,1.43,1.44, 2.66]",True,1.888,1
"08/08/19, 14:54",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_4pitch_y_0_4,"[True, True, True, True, True]","[1.85,2.26,1.63,1.42, 1.85]",True,1.802,1
"08/08/19, 14:54",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_1pitch_y_0_1,"[True, True, True, True, True]","[1.84,2.22,1.43,1.45, 2.06]",True,1.8,1
"08/08/19, 14:55",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_1pitch_y_0_4,"[True, True, True, True, True]","[1.84,2.05,1.65,1.23, 2.64]",True,1.882,1
"08/08/19, 14:55",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_4pitch_y_0_1,"[True, True, True, True, True]","[1.83,2.24,1.63,1.42, 1.83]",True,1.79,1
"08/08/19, 14:55",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_4pitch_y_0_4,"[True, True, True, True, True]","[1.85,2.23,1.64,1.43, 1.64]",True,1.758,1
"08/08/19, 14:55",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_1pitch_y_0_1,"[True, True, True, True, True]","[1.85,2.05,1.43,1.23, 2.65]",True,1.842,1
"08/08/19, 14:55",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_1pitch_y_0_4,"[True, True, True, True, False]","[1.85,2.26,1.65,1.45, 1.86]",True,1.814,1
"08/08/19, 14:56",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_4pitch_y_0_1,"[True, True, True, False, False]","[1.83,2.88,1.63,3.25, 0.25]",True,1.968,1
"08/08/19, 14:56",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_4pitch_y_0_4,"[True, True, True, True, True]","[1.86,2.04,1.45,1.43, 2.03]",True,1.762,1
"08/08/19, 14:56",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_1roll_z_0_4roll_y_0_4,"[True, False, False, False, False]","[1.86,0.82,0.01,0.01, 0.01]",False,0.542,0
"08/08/19, 14:56",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_1roll_y_0_4,"[True, True, True, True, True]","[1.85,3.08,2.65,1.25, 2.03]",True,2.172,1
"08/08/19, 14:56",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_4roll_y_0_1,"[True, True, True, True, True]","[1.83,2.25,1.63,1.22, 2.63]",True,1.912,1
"08/08/19, 14:57",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_4roll_y_0_4,"[True, True, True, True, True]","[1.83,2.43,2.22,1.22, 2.02]",True,1.944,1
"08/08/19, 14:57",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_1roll_y_0_4,"[True, False, False, False, False]","[1.83,1.03,0.01,0.03, 0.01]",False,0.582,0
"08/08/19, 14:57",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_4roll_y_0_1,"[True, True, True, True, True]","[1.83,2.23,1.62,1.44, 1.82]",True,1.788,1
"08/08/19, 14:57",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_4roll_y_0_4,"[True, True, True, True, True]","[1.84,2.85,2.85,1.23, 2.65]",True,2.284,1
"08/08/19, 14:57",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_1roll_y_0_1,"[True, True, True, True, True]","[1.86,2.08,1.44,1.24, 2.68]",True,1.86,1
"08/08/19, 14:57",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_1roll_y_0_4,"[True, True, True, True, False]","[1.91,2.3,1.68,1.27, 1.48]",True,1.728,1
"08/08/19, 14:58",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_4roll_y_0_1,"[True, True, True, False, True]","[1.95,2.37,1.93,2.14, 1.72]",True,2.022,1
"08/08/19, 14:58",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_4roll_y_0_4,"[True, True, True, True, True]","[2.03,2.46,1.78,1.57, 2.0]",True,1.968,1
"08/08/19, 14:58",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_1roll_y_0_4,"[True, True, True, True, True]","[2.09,2.33,1.86,1.4, 3.03]",True,2.142,1
"08/08/19, 14:58",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_4roll_y_0_1,"[True, True, True, True, True]","[2.15,3.34,3.56,1.69, 1.92]",True,2.532,1
"08/08/19, 14:59",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_4roll_y_0_4,"[True, True, True, True, True]","[2.26,2.5,1.75,1.5, 2.98]",True,2.198,1
"08/08/19, 14:59",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_1roll_y_0_1,"[True, True, True, True, False]","[1.84,2.06,1.65,1.25, 1.84]",True,1.728,1
"08/08/19, 14:59",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_1roll_y_0_4,"[True, True, True, True, True]","[1.83,2.86,2.67,1.24, 2.66]",True,2.252,1
"08/08/19, 14:59",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_4roll_y_0_1,"[True, True, True, True, True]","[1.85,2.27,1.45,1.23, 2.65]",True,1.89,1
"08/08/19, 15:00",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_4roll_y_0_4,"[True, True, True, True, True]","[1.85,2.26,1.63,1.45, 1.83]",True,1.804,1
"08/08/19, 15:00",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_1roll_y_0_1,"[True, True, True, True, True]","[1.84,2.45,2.46,1.24, 2.25]",True,2.048,1
"08/08/19, 15:00",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_1roll_y_0_4,"[True, True, True, True, True]","[1.84,2.87,1.66,3.07, 2.86]",True,2.46,1
"08/08/19, 15:00",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_4roll_y_0_1,"[True, True, True, True, True]","[1.83,2.05,1.64,1.25, 2.66]",True,1.886,1
"08/08/19, 15:01",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_4roll_y_0_4,"[True, True, True, True, True]","[1.85,2.27,1.64,1.46, 2.47]",True,1.938,1
"08/08/19, 15:01",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_1roll_y_0_1,"[True, True, True, True, True]","[1.84,2.26,1.84,1.44, 1.64]",True,1.804,1
"08/08/19, 15:01",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_1roll_y_0_4,"[True, True, True, True, True]","[1.85,2.26,1.85,1.25, 2.66]",True,1.974,1
